Manuel Akanji,obafemi_36,341
Jean-Kévin Augustin,33_augustin,35462
Luká Pokorný,PokoLuka,15
Maximiliano Urruti,maxiurruti37,355
Gen Shoji,GenShoji03,44266
Pajtim Kasami,PajtimKasami,98429
Clerc,JulienClerc_Off,4805
Milad Mohammadi,miladmohammadi_,1252
Cheick Doukouré,Doukoure_off,1227
Quique,QuiqueNeira,46167
Cejudo,HenryCejudo,21976
Leonel Vangioni,VangioniLeonel,34836
Darío Cvitanich,Daricvitaok,228218
Federico Ceccherini,cecche17,1110
Junior Alonso,junior_alonso1,4823
Roman Shishkin,shish49,39735
Michael Esser,MichaelEsser,548
Sergi Samper,SergiSamper,126125
Leonardo Jara,JaraLeonardoOk,3301
Vincent Nogueira,Hanniboul,194
Erik Sviatchenko,eriksviat,81213
Rodrigo Palacio,RodriPalacio_8,9266
Nahuel Leiva,Nahuel7Leiva,8712
Felipe Aguilar,FelipeAgui,7790
Gianluigi Buffon,gianluigibuffon,2989813
Marlos Moreno,MarlosMorenoCF,21192
Jorge Sáenz,JorgeSaenz_,2926
Pablo Hernández,HernandezPabloe,6164
Marcos Díaz,marcos_diaz,98685
Joan Jordán,Joan_JJ_Mc,1044
Edgar Ié,IEdgar94,2452
Diego Ângelo,diegoangelo03,13636
Bobô,CoachBobo_CSU,32254
Ben Gibson,bengibson1993,62085
Ron Vlaar,RonVlaar4,196795
Kenedy,Kenedy_Knd,23460
Charlie Adam,Charlie26Adam,502011
Tiago Silva,TgProduoes,276
Jesús Molina,j_molina5,511610
Carlos Ponck,ponck6,3
Garath McCleary,gmccleary12,41977
Hanno Behrens,HannoBehrens,19
Karim Ansarifard,KarimAnsarifard,43
Marvelous Nakamba,nakamba18,784
Daniel Schwaab,Danielschwaab1,17
Emil Krafth,EmilKrafth,3225
Bruno Petkovic,PetkoOfficial,4983
Stefan Kießling,stefan_kiesling,942
Riza Durmisi,RizaDurmisi,35412
Samuel Gigot,GigotSamuel,1
Nacer Barazite,NacerBarazite,3211
Ricardo Noir,NoirTito,12838
Jérémy Toulalan,FansdeToulalan,931
Matías Silvestre,MatiSilvestre2,2301
Riesgo,CSERCambridge,2770
Ángel Zaldívar,AZaldivar_,165081
Joaquín,lopezdoriga,7877906
Alexander Meier,almeierh,129
Samir,samir,31117
Matt Hedges,Matt_Hedges,4935
Charlie Taylor,charlietaylor09,32908
Marco Borriello,borriellomarco1,102009
Johan Arango,badboys78975456,372
Jhon Murillo,JHONMURILLO17,2659
Erick Pulgar,ErickPulgar,15667
Guilherme,giovannoni12,14791
Martin Linnes,M_Linnes,18372
Ezequiel Ponce,KeloMP,195
Hernán Toledo,toledocai,1441
Miguel Torres,MIKI_Torres_,14265
Andrea Costa,andrecosta_3,9021
Jonathan Walters,JonWalters19,66828
Mark Milligan,mmills05,33579
Nicolas Pépé,NicolasPepe19,3549
Dennis Appiah,DennisAppiahOff,6444
Carlos Carbonero,CCarboneroCF,5220
Jonathan Hogg,JonHogg1979,542
Freddy Hinestroza,Freddy11Ha,152
Amine Harit,Amine_000,27450
Brian Fernández,BrianFernandeez,3057
Yuki Kobayashi,iamyuuki4424,16930
Andrey Sinitsyn,boombick,169
Juan Forlin,ForlinJuan,1413
Benoît Poulain,bpoulain,281
Castro,JulianCastro,106936
Neil Taylor,neiltaylor1,957
Sam Byram,sambyram93,98569
Lewis Cook,lewiscook_,46521
Siqueira,pecesiqueira,1930778
Donis Avdijaj,DonisAvdijaj,1020
Chisamba Lungu,chisambal,11091
Benjamin Jeannot,JeannotBenjamin,64
Wilker Ángel,wilkerangel,7518
Deiver Machado,Deiver27Dm,470
Diego Benaglio,DiegoBenaglio,9856
Anderson Esiti,anderson_esiti,0
Mads Albæk,reus51500,243
Joel Pohjanpalo,JPohjanpalo,11798
Orkan Çinar,Tinerrci,533
Konstantinos Lamprou,koslamprou,14505
Fabián Sambueza,FabiSambueza,12360
Nery Domínguez,angelnazarenoo,530
Kehinde Fatai,kennys_ng,117
Mossoró,tvmossoro,5290
Joao Plata,JoaoPlata10,22176
Ali Adnan,Aliadnankadhem,36015
DeAndre Yedlin,yedlinny,380142
Kevin Lasagna,lasagne_kevin,66
Rolando Aarons,RolandoAarons,86297
Federico Ricci,federicci144,401
Karim Rekik,karimrekik,143213
Orlando Sá,ORLANDOSA10,16183
Phil Jagielka,PJags06,191352
Ashley Young,youngy18,1658334
Bernard Mensah,oliver_mens,2254
Mike van der Hoorn,Mikevdhoorn,331
Atiba Hutchinson,atibahutchinson,141525
Rafael,MashiRafael,3342625
Ewerton,EwertomLinhares,2726
Roni,ronisizebristol,24041
Rubens Sambueza,rubenssambueza,576673
Antonio Ríos,Diegorios_DFR,31326
Jonathan Orozco,jona_orozco,592122
Alberto Costa,tinocostalf,56637
Granell,nuriarocagranel,231011
Ilori,TiagoIlori4,42601
Guido Rodríguez,Guido_Rodriguez,63248
Tarantini,GaboTarantini7,14261
Luís Aurélio,tallerTORKO,291
