Henri Saivet,Saivet_Henri,30885
Marcel Schmelzer,Schmelle29,294884
Jeroen Zoet,JRZoet,94052
Munir,munirvirani,793
Marcus Coco,WanderW0m0m,618
Marcano,GustavoMarcano,75739
Jaume Costa,jaumecosta11,12976
Gonzalo Escalante,gonza_escalante,52224
Nacer Chadli,NChadli,257215
André Onana,AndreyOnana,10224
Martin Braithwaite,MartinBraith,27289
Omar Al Soma,kngnwaf,17
Joshua King,_TheJoshuaMoore,24721
Jefferson Montero,JeffMONTERO23,939656
David Abraham,davidabraha,1035
Benjamin Henrichs,BenjaminJames__,87
Andrea Bertolacci,Bertolacci,62852
Sebastián Cristóforo,SCristoforo25,16621
Matheus Pereira,MatheusPereira,16344
Ömer Ali Sahiner,Omralishnr,27361
Bart Ramselaar,bartramselaar,4094
Sabin Merino,SabinMerino,7381
Jefferson Lerma,jeffersonlerma,2039
Pavel Kaderábek,PavelKaderabek,6
Karim El Ahmadi,Karimelahmadi08,509
Alexander Szymanowski,AlexSzymanowski,16
Felipe Caicedo,FelipaoCaicedo,1313699
James Milner,JM7Foundation,28191
Roman Zobnin,RedlondonRoman,18
Gregoire Defrel,gregos92,4002
Daniel Torres,danitorresrojas,71070
Diego Valeri,DiegoDv8,27693
Ramiro Funes Mori,funesmoriofi25,118213
Gil Dias,Expresso2222,7680
Lucas Castro,Patacastro19,11596
André Onana,AndreyOnana,10224
André Onana,AndreyOnana,10224
André Onana,AndreyOnana,10224
Fernando Torres,Torres,3588845
Yusuf Yazici,yaziciyusuf97,32123
Aaron Lennon,AaronLennon12,671867
Lucas Andersen,lucaandersen,24553
Jordi Amat,JordiAmat5,43727
Mauricio Pereyra,MauriPereyra17,177
Martín Campaña,campi1289,34474
Javi Espinosa,JaviEsGa,415
Facundo Ferreyra,ferreyrachucky,4283
Yussuf Poulsen,YussufYurary,6790
Seko Fofana,SekoFofana,8451
Dennis Praet,dennispraet,65128
Marco Höger,marco_hoger,2
Marko Livaja,Livaja_ID,342
Alper Potuk,AlperPOTUK,577058
Pedro Henrique,PHKONZEN,8917
Harry Maguire,HarryMaguire93,21309
Steven Bergwijn,StevenBergwijn,3389
Martin Hinteregger,mhinteregger4,33
Tom Cairney,ThomasCairney,30647
Khouma Babacar,babito10,6899
Deniz Türüç,DenizTuruc8,90
Marco Höger,marco_hoger,2
Ben Mee,KBC_BE,11356
Milan Badelj,MilanBadelj1,181
Neto,felipeneto,7461987
Lucas Zelarayán,Lucazelarayan31,128010
André André,andre,1277103
Terence Kongolo,KongoloTerence,88439
Milan Badelj,MilanBadelj1,181
Lucas Ocampos,Locampos15,134481
Badou Ndiaye,BadouNdiaye30Cm,108
Marco Höger,marco_hoger,2
Bigas,nlbigas,2071
Sebastian Rode,Sebastianrode20,154908
Fabian Delph,FabianDelph,1893
Marco Höger,marco_hoger,2
Milan Badelj,MilanBadelj1,181
Lewis Holtby,LewisHoltby,277134
Bigas,nlbigas,2071
André André,andre,1277103
Keisuke Honda,kskgroup2017,247510
Joel Campbell,joel_campbell12,788157
Hélder Costa,helcosta2323,83
Erick Gutiérrez,GutiGalaviz,79446
Jordan Pickford,JPickford1,58274
Sebastián Pérez,chipakero,85329
Raúl Navas,raulnavas32,6824
Pau López,Paulopezmesqui,146
Charlie Austin,chazaustin10,146623
Bruno Peres,brunohperes,698
Bigas,nlbigas,2071
Yann M'Vila,yannmvilafr,22736
Bigas,nlbigas,2071
Matt Phillips,phillips_matty,40151
Calum Chambers,CalumChambers95,750125
Henry Onyekuru,henryconyekuru,11134
Alexander Szymanowski,AlexSzymanowski,16
Steven Berghuis,shami723_ss,22
Omar Kharbin,BESKTAS888,1044
Baptiste Reynet,BaptisteReynet,11638
Baptiste Reynet,BaptisteReynet,11638
Jurado,Jurado10Marin,58549
Moussa Dembélé,MDembele_10,173400
Yimmi Chará,yimmichara,40599
Andre Gray,AndreGray7,66648
Mahmoud Abdel Moneim,SuperStar070,3
Lucas Leiva,LucasLeiva87,1881778
Aaron Mooy,AaronMooy,19803
Leroy Fer,LeroyFer8,131450
Thomas Partey,Thomaspartey22,37397
Alexander Szymanowski,AlexSzymanowski,16
Renato Steffen,renato_steffen,191
Maicon,maiconroque27,46329
Paulo Oliveira,JPdeOliveira,27413
Carlos Eduardo,CarlosEduardo87,3174
Yassine Benzia,YassBenzia,2248
Jozabed,_Luhazalini,559
Abdul Rahman Baba,babarahmangh,72124
Adalberto Peñaranda,Adalbertopr7,60010
Santi Mina,SantiMina7,22224
Petr Cech,PetrCech,1741985
Salvatore Sirigu,s_sirigu,161384
Róbert Mak,MakUpFront,2870
Domenico Criscito,mimmo_criscito4,221510
Rémy Cabella,RemyCabella,447923
Yannick Bolasie,YannickBolasie,170460
Yannis Salibur,YSalibur,7577
Ron-Robert Zieler,96Zieler,1156
Marco Ruben,Nicoo_1889,1874
Malang Sarr,massarr1,19
Sebá,SebaJohnson,1180
Artem Dzyuba,Artem_Dz,4
Escudero,chacarita151,22836
Carlos Mané,CMane36,10640
Ricardo Horta,ricardohorta_,897
Yuya Osako,Yuya_Osako,72
Nicolás Lodeiro,NicolasLodeiro,2888
Charles Aránguiz,CharlesAranguiz,364893
Burak Yilmaz,yilmazburak17,1371556
Ben Davies,Ben_Davies33,170427
Jonny Evans,JonnyEvansFans,4405
Nuri Sahin,nurisahin,1380514
Granero,eGranero11,908898
Alex Alegría,alexander_psz,16831
David Ospina,D_Ospina1,3108588
Tom Heaton,TomHeatonGK,10269
